pkd_section;pkd_2025;pkd_name;year;revenue;net_profit;investments;firms;profitable_firms;profit_margin;profitable_share;bank_debt;total_liab;leverage_bank_to_rev;leverage_tot_to_rev;invest_intensity;cagr_revenue;cagr_net_profit;cagr_investments;cagr_firms;profit_margin_std_3y;size_index;growth_index;profit_index;risk_index;outlook_index;current_index;future_index;main_index;class
96;96;POZOSTAŁA INDYWIDUALNA DZIAŁALNOŚĆ USŁUGOWA;2018;8058.8099999999995;828.6600000000001;505.31;420.0;282.0;0.10282659598625606;0.6714285714285714;1518.35;3292.7799999999997;0.18840871046717816;0.4085938246465669;0.06270280599741153;0.1392372590696902;0.08133150129388955;0.4973759233582371;0.00970934508224186;0.003320597447599663;1.1573832897528136;9.571866813794843;80.58806682398188;96.37302233139268;19.42798166414129;51.68336676681254;39.554659409212775;46.831883823772635;Gwiazdy wzrostu
22;22;PRODUKCJA WYROBÓW Z GUMY I TWORZYW SZTUCZNYCH;2018;275306.02;14296.4;16262.51;4023.0;3399.0;0.05192912236354293;0.8448918717375093;36313.83;91232.88;0.13190350868462666;0.33138715964147825;0.05907066616269415;0.07414655672738979;0.02661018839144047;0.08024843231054368;-0.01424970875961673;0.0066610214865166625;15.870294947150693;8.40055344540069;77.18303087841076;95.98331570969832;11.42016358653323;53.3649497832925;35.883226181142994;46.372260342432696;Gwiazdy wzrostu
49;49;TRANSPORT LĄDOWY ORAZ TRANSPORT RUROCIĄGOWY;2018;264962.52;9435.14;21178.38;7100.0;5452.0;0.03560933825659568;0.767887323943662;31135.350000000002;95243.07;0.1175085064861249;0.3594586509820332;0.07992971987132369;0.06538065300426044;0.045961545321298036;0.021785902536065382;-0.01613185319380306;0.0030105398734332745;22.673968758519447;8.267397164783784;69.46004482204512;97.12050099298114;10.29782733961049;53.10280454630546;35.73550038317367;46.15588288105274;Gwiazdy wzrostu
17;17;PRODUKCJA PAPIERU I WYROBÓW Z PAPIERU;2018;129004.91;11468.36;6935.29;1296.0;1070.0;0.0888986318427725;0.8256172839506173;21414.55;44323.65;0.16599794534952195;0.34358110865702707;0.05375989177466191;0.08074359229700923;0.1368966060610477;0.0076242159867039305;-0.00684953003244293;0.008126864932760802;6.0861541196473254;8.615643963794263;84.99233349121118;95.25086206760054;10.025957918406533;53.194483807960985;35.17033497678105;45.98482427548901;Gwiazdy wzrostu
62;62;DZIAŁALNOŚĆ ZWIĄZANA Z OPROGRAMOWANIEM I DORADZTWEM W ZAKRESIE INFORMATYKI ORAZ DZIALALNOŚĆ POWIĄZANA;2018;115957.05;8150.46;2439.27;3537.0;2895.0;0.07028861117111897;0.818490245971162;6339.9;26633.11;0.05467455406980429;0.2296808171646312;0.02103597840752244;0.10228079092278586;0.1401670942086246;0.028850209644072144;0.08501906182981411;0.012413847695474637;10.9081446047553;8.98955692102544;80.21973941827275;95.0511393745805;10.433444596634683;52.99929481814976;35.38558672733566;45.95381158182411;Gwiazdy wzrostu
28;28;PRODUKCJA MASZYN I URZĄDZEŃ, GDZIE INDZIEJ NIESKLASYFIKOWANA;2018;148236.49;7361.19;7273.49;2789.0;2307.0;0.049658420811232104;0.8271782000717103;14810.28;47687.4;0.09990981302916713;0.3216981189989051;0.049066798599993834;0.06241688945296797;0.053508118525689596;0.1062466564800888;-0.006953672190278981;0.0032252428626138928;9.973001512889413;8.22330054229429;75.75849953472692;97.3264746424706;11.919265309528482;52.187992714574364;36.43263867924086;45.88585110044096;Gwiazdy wzrostu
41;41;ROBOTY BUDOWLANE ZWIĄZANE ZE WZNOSZENIEM BUDYNKÓW;2018;139384.3;7492.96;6249.05;3716.0;3230.0;0.05375756093046348;0.8692142088266954;14012.07;63281.630000000005;0.10052832349123969;0.4540083065309365;0.044833241620469456;0.03289635325216955;-0.13804669325424157;-0.001652376223240437;-0.015475368581394866;0.005377551802945828;11.884208919198766;7.538653477239066;78.8330444842068;96.03736159786374;9.847870248829038;52.78097475356034;35.01195262206245;45.67336590096119;Gwiazdy wzrostu
12;12;PRODUKCJA WYROBÓW TYTONIOWYCH;2018;30166.68;1104.56;2641.24;22.0;22.0;0.03661523243525638;1.0;6231.76;11548.98;0.20657758825299968;0.3828389468115152;0.08755487842878301;0.07640565788199916;0.38985012561106225;0.12679014438198632;0.0;0.0028010887635156597;0.7789197525097757;8.773691847160055;81.30438186827723;96.5460085152589;12.313649562133708;51.639104933938945;36.521369933579166;45.59201093379503;Gwiazdy wzrostu
69;69;DZIAŁALNOŚĆ PRAWNICZA, RACHUNKOWO-KSIĘGOWA I DORADZTWO PODATKOWE;2018;22813.74;2239.2;448.56;1368.0;1136.0;0.09815137719637375;0.8304093567251462;2591.24;7392.219999999999;0.11358242883455319;0.3240249077967926;0.019661835367633714;0.08824376888936847;0.13613587749706624;0.09603553507529305;0.07343806122702068;0.017738900403324497;3.6868127005377365;8.744108542823257;87.42765549997576;92.55820245019197;11.72323698645489;52.547764285864886;35.07998809248652;45.56065380851354;Gwiazdy wzrostu
42;42;ROBOTY ZWIĄZANE Z BUDOWĄ OBIEKTÓW INŻYNIERII LĄDOWEJ I WODNEJ;2018;183520.75;8291.78;4736.61;4119.0;3588.0;0.04518170288645835;0.8710852148579752;30387.47;91025.62999999999;0.1655805678649417;0.49599639277847324;0.02580967002368942;0.038080803906793914;0.06403890689510527;0.012238090533644108;-0.04146463510686027;0.005470978061253774;13.873854158551563;7.813885621873503;76.89150483933318;95.4269287871226;10.114532919569854;52.57919708314877;35.01805749052677;45.55474124609997;Gwiazdy wzrostu
19;19;WYTWARZANIE I PRZETWARZANIE KOKSU I PRODUKTÓW RAFINACJI ROPY NAFTOWEJ;2018;335083.12;15041.52;3894.24;78.0;68.0;0.0448889218889928;0.8717948717948718;22721.800000000003;60793.01;0.06780944381799955;0.18142665616817702;0.0116217134423244;0.1204424944578335;1.0862687722283066;-0.06813615549632035;-0.046580498005590054;0.00872857478748803;8.270652299415076;10.172879551037123;76.85750942972919;96.37497944180589;8.571545813358538;52.32422153761636;35.39297602319632;45.55172333184834;Gwiazdy wzrostu
81;81;DZIAŁALNOŚĆ USŁUGOWA ZWIĄZANA Z UTRZYMANIEM PORZĄDKU W BUDYNKACH I ZAGOSPODAROWANIEM TERENÓW ZIELENI;2018;17448.75;806.21;335.0;1047.0;882.0;0.04620445590658357;0.8424068767908309;926.02;4003.47;0.05307085034744609;0.2294416505480335;0.019199083028870263;0.12165533402020223;0.0732538305453414;-0.00964188229134244;0.0006375519737935598;0.0023139846983449663;2.8214212016551947;9.261646439425482;75.70029185880972;98.31541640835422;9.694491455782787;51.2993937373961;36.150915436647026;45.24000241709647;Gwiazdy wzrostu
31;31;PRODUKCJA MEBLI;2018;121156.62;8550.57;4786.14;1965.0;1596.0;0.07057451751295142;0.8122137404580153;11758.11;29604.36;0.09704884471026017;0.2443478532167702;0.03950374317144206;0.05375112820243366;0.12342076579438221;-0.004022874767160012;-0.021438688583266696;0.011172714881562925;7.430186927153105;8.138392559294005;79.97376101215318;95.12968306844958;9.802362528766608;52.052980698827284;34.90136769982972;45.19233549922826;Gwiazdy wzrostu
24;24;PRODUKCJA METALI;2018;146216.77;5991.5;5695.69;763.0;583.0;0.04097683186408782;0.7640891218872871;21164.04;50066.04;0.14474427249350402;0.34240969760171835;0.038953739711252;0.09770872012390952;0.39594387475766024;0.09514005929178904;-0.017702845794342115;0.0003229869703989656;5.279995187756009;9.146170424215553;70.54386525699002;97.89823695836641;11.70604606204664;50.347979045362514;36.79574063959324;44.9270836830548;Gwiazdy wzrostu
33;33;NAPRAWA, KONSERWACJA I INSTALOWANIE MASZYN I URZĄDZEŃ;2018;65480.990000000005;2801.87;2338.6;2190.0;1831.0;0.04278905984775123;0.8360730593607306;6635.22;24005.550000000003;0.10133047774628942;0.36660334549004225;0.03571418208551825;-0.01688320913655139;-0.06926140169208828;0.13055298159876716;-0.02030353252377659;0.003624003590456651;6.601459008220971;6.744665368714282;74.5731120371884;96.98851239032562;12.38588674748908;50.74628987021755;36.0743080267076;44.87749713281357;Gwiazdy wzrostu
16;16;"PRODUKCJA WYROBÓW Z DREWNA ORAZ KORKA, Z WYŁĄCZENIEM MEBLI; PRODUKCJA WYROBÓW ZE SŁOMY I MATERIAŁÓW UŻYWANYCH DO WYPLATANIA";2018;85246.20999999999;5343.84;6339.52;1872.0;1575.0;0.06268712708752683;0.8413461538461539;20619.39;35799.270000000004;0.24188043081328778;0.41995145590636823;0.07436717714488422;0.0330837579238934;0.10045756787168503;-0.007547146752444611;-0.03789077776376204;0.006501094549220534;6.349808602389092;7.761339244516488;79.55866821848215;94.97505760305415;9.734705206916912;51.59248086714372;34.71480113703796;44.841408975101416;Stabilne, ale bez dynamiki
56;56;DZIAŁALNOŚĆ USŁUGOWA ZWIĄZANA Z WYŻYWIENIEM;2018;22180.420000000002;1053.66;1253.5;1087.0;854.0;0.047504059887053536;0.7856485740570377;4942.4;7736.5599999999995;0.22282716017099763;0.3488013301822057;0.056513808124462925;0.13932491729756724;0.004359175108967106;0.10410015183416332;0.012575979586733954;0.0035315289428948515;3.0273779494382986;9.50255076472692;73.17077863146062;96.36498241583533;11.878057719340314;50.18330266368514;36.511483041904796;44.714574814973005;Gwiazdy wzrostu
91;91;DZIAŁALNOŚĆ BIBLIOTEK, ARCHIWÓW, MUZEÓW ORAZ POZOSTAŁA DZIAŁALNOŚĆ ZWIĄZANA Z KULTURĄ;2018;1525.08;116.39999999999999;175.37;111.0;90.0;0.07632386497757494;0.8108108108108109;545.86;906.5099999999999;0.35792220735961394;0.5944016051616964;0.11499068901303539;0.1822121175243172;0.24539738932324662;0.2911772396836505;0.0845957759913274;0.015476719149618023;0.2912759288211704;10.462924189818748;81.26796071693758;90.60300745651475;15.469475974283638;50.171878649407745;36.507569883613506;44.70615514309005;Gwiazdy wzrostu
66;66;DZIAŁALNOŚĆ WSPOMAGAJĄCA USŁUGI FINANSOWE ORAZ UBEZPIECZENIA I FUNDUSZE EMERYTALNE;2018;75617.81;3016.91;727.78;1076.0;870.0;0.039896817958626415;0.8085501858736059;5458.44;15639.01;0.07218458191264729;0.20681648939581826;0.009624452228912738;0.006446335300503314;0.116650286417878;0.2120320859312692;0.0009310992343527502;0.006480332092862354;4.292610739801773;7.317501558987198;72.51062626609723;96.95921387929508;13.950084405577554;49.90331826801999;36.8630483937157;44.68721031829827;Gwiazdy wzrostu
08;08;POZOSTAŁE GÓRNICTWO I WYDOBYWANIE;2018;21308.98;2206.26;1646.48;573.0;490.0;0.10353663103536632;0.8551483420593369;2083.27;6439.83;0.09776488597764886;0.3022120251649774;0.07726695505838384;0.07112365236097684;0.3329305336198325;-0.017653469658097887;-0.04889865113135139;0.025337884329561043;1.8280832242426286;8.63035335394361;89.94254988780462;90.30332559429732;9.540688756313848;52.09984013357477;33.496379186997814;44.65845575494399;Stabilne, ale bez dynamiki
43;43;ROBOTY BUDOWLANE SPECJALISTYCZNE;2018;101231.5;5777.88;1787.81;5001.0;4450.0;0.057075910166301994;0.8898220355928814;6685.01;30162.62;0.06603685611692013;0.29795686125366116;0.01766060959286388;0.023994718581937358;0.10149969601736952;-0.12242813626669002;-0.03533934551131801;0.0205384610010673;13.908491254259118;7.60577093713197;80.6508951220954;92.05984633822894;7.529273811601632;52.46381866712735;32.911394707248924;44.64284908317598;Stabilne, ale bez dynamiki
29;29;PRODUKCJA POJAZDÓW SAMOCHODOWYCH, PRZYCZEP I NACZEP, Z WYŁĄCZENIEM MOTOCYKLI;2018;414863.19;13453.73;19791.66;1231.0;929.0;0.032429317240702894;0.7546709991876523;36919.869999999995;129925.14;0.0889928797973134;0.3131758688930681;0.04770647403063164;0.06734641100811922;-0.04845748795190219;0.020901139305392613;0.012490883029046662;0.006312752131265675;12.840284922705848;8.21437138750469;68.04459519762653;96.435871108508;10.280842069770832;50.56355996337638;35.507409576712135;44.54109980871068;Gwiazdy wzrostu
58;58;DZIAŁALNOŚĆ WYDAWNICZA;2018;26545.53;2504.53;473.56;921.0;646.0;0.09434846469443256;0.7014115092290988;1910.6100000000001;6908.42;0.07197482966058694;0.26024795888422647;0.017839538332819125;-0.03085239813664975;0.012219027017517092;-0.0007450101155288547;-0.03440576207202051;0.009101735971442;2.752265588855134;6.579068245051774;80.07531476838273;95.87694171808488;9.865289438108775;50.977131386555115;34.68291876418451;44.45944633760687;Stabilne, ale bez dynamiki
86;86;OPIEKA ZDROWOTNA;2018;63204.77;1255.1100000000001;3671.85;3949.0;3160.0;0.01985783667909875;0.800202582932388;11456.05;23133.28;0.18125293391622183;0.36600528725917364;0.05809450774047592;0.06583760128620697;-0.09894555852133824;0.06461694630512738;-0.013151851082381372;0.0021798264630569554;10.57867517003477;8.141931049281702;67.33790512230355;96.9742459165603;11.120077644224196;50.077967851871364;35.98288414744228;44.43993437009973;Gwiazdy wzrostu
32;32;POZOSTAŁA PRODUKCJA WYROBÓW;2018;27836.489999999998;1454.6799999999998;1396.62;727.0;545.0;0.05225802534730492;0.749656121045392;4626.6;9531.849999999999;0.1662062997166669;0.34242284138553386;0.05017227387504675;0.08746247377243344;0.03649999919074798;0.09122804628323644;-0.004993274306715256;0.00321965879943271;2.338731375487403;8.63897404108453;72.4992935111669;96.83557686889306;11.630945069755189;49.802986223828256;36.29474330089535;44.39968905465509;Gwiazdy wzrostu
27;27;PRODUKCJA URZĄDZEŃ ELEKTRYCZNYCH;2018;189963.81;5466.11;8028.400000000001;1318.0;1049.0;0.02877448078136567;0.7959028831562974;15605.630000000001;67896.15;0.08215054225328498;0.3574162362820581;0.04226278679081032;0.05278342070676456;-0.1054943108292945;0.10895548817560163;0.006144547423268865;0.004671331218749652;7.608668702844096;7.911092213904759;69.23888015468553;96.80795020476126;11.97126819086829;49.85161189414477;36.20422000194712;44.392655137265706;Gwiazdy wzrostu
80;80;DZIAŁALNOŚĆ DETEKTYWISTYCZNA I OCHRONIARSKA;2018;20806.48;507.4;226.6;858.0;700.0;0.024386633394980792;0.8158508158508159;644.02;4485.71;0.0309528569945517;0.21559196942490993;0.010890837854360756;0.11127241245274488;1.1817999398013443;-0.03625828420141042;-0.017981438280544992;0.005892197190285962;2.4692585621844443;10.102859129293003;69.19502073588143;97.35815300282863;9.183522246246907;49.52576757957908;35.91171253813525;44.08014556300155;Gwiazdy wzrostu
78;78;DZIAŁALNOŚĆ ZWIĄZANA Z ZATRUDNIENIEM;2018;26961.14;667.7;161.22;1088.0;840.0;0.024765273278503804;0.7720588235294118;1400.7199999999998;5811.54;0.05195329277619566;0.21555245809338924;0.00597971747485455;0.11138808579276316;0.11762650266883568;0.02265732939768128;0.012564127887711996;0.0022908230600983555;3.145118865239581;9.12565792496612;67.09527407870165;98.39176933263879;10.314556584087363;49.20178757375649;36.38105081091642;44.07349286862046;Trudna teraźniejszość, dobra przyszłość
15;15;PRODUKCJA SKÓR I WYROBÓW ZE SKÓR WYPRAWIONYCH;2018;7753.66;570.08;335.0;286.0;194.0;0.0735239873814431;0.6783216783216783;668.63;1789.0500000000002;0.08623411395392627;0.23073619426180672;0.043205402351921544;0.0012952109396535683;-0.07474501397118172;0.013658308703113464;-0.028587219458090618;0.004347358775922707;0.8428439217827135;7.052679964253595;73.97908046071073;97.45452954418266;10.14179760237237;49.662867753852424;35.40888189347982;43.96127340970338;Gwiazdy wzrostu
11;11;PRODUKCJA NAPOJÓW;2018;96033.4;5183.42;2668.4;372.0;269.0;0.053975179468809815;0.7231182795698925;11443.48;32691.42;0.11916145840926178;0.3404171881866101;0.02778616606305723;0.006135507600699697;-0.017559954000721856;-0.00848822293665652;-0.023085217322403873;0.0028812579393842326;3.171831945710768;7.188655821440704;71.57988988592115;97.23737962582985;9.716638867387454;49.49771670373157;35.214466181136146;43.7844164946934;Gwiazdy wzrostu
20;20;PRODUKCJA CHEMIKALIÓW I WYROBÓW CHEMICZNYCH;2018;189228.5;10544.72;9771.64;1416.0;1159.0;0.05572479832583358;0.818502824858757;33521.990000000005;69920.17000000001;0.17715085201224975;0.3695012643444302;0.05163936722005406;0.02026029283051245;-0.05271667031898841;-0.019758986103128318;0.0007072138142265594;0.016405221627468707;7.815558839947723;7.399557057770205;76.76430962763675;92.40083476063978;9.500268038396486;50.32432886753322;33.74022476088159;43.69068722487256;Stabilne, ale bez dynamiki
82;82;DZIAŁALNOŚĆ ZWIĄZANA Z ADMINISTRACYJNĄ OBSŁUGĄ BIURA I POZOSTAŁA DZIAŁALNOŚĆ WSPOMAGAJĄCA PROWADZENIE DZIAŁALNOŚCI GOSPODARCZEJ;2018;29467.54;968.1400000000001;1163.68;950.0;681.0;0.03285445612358548;0.716842105263158;4711.14;18071.3;0.15987557834824354;0.6132612359226457;0.03949023230306975;0.08622909800984657;-0.015851984507097794;0.18542061112982822;0.02661994276353452;0.001059178842425202;2.8893057610025767;8.569562029322828;66.25403788339374;96.35782490595842;13.439209784363905;48.191108602167176;36.853899994329936;43.65622515903228;Trudna teraźniejszość, dobra przyszłość
18;18;POLIGRAFIA I REPRODUKCJA ZAPISANYCH NOŚNIKÓW INFORMACJI;2018;35111.79;1797.6200000000001;2264.91;1055.0;824.0;0.05119704805707713;0.781042654028436;5015.29;12032.23;0.14283777614299925;0.34268346900001395;0.06450568313378498;0.03903494058171231;-0.049060905390613696;0.027168788400751653;-0.010820014382810883;0.010201142665626576;3.2663007610165735;7.726249156689485;73.81684544510554;94.72640172955077;10.401165459638658;49.4569543215173;34.89626144972754;43.632677172801394;Stabilne, ale bez dynamiki
21;21;PRODUKCJA PODSTAWOWYCH SUBSTANCJI FARMACEUTYCZNYCH ORAZ LEKÓW I POZOSTAŁYCH WYROBÓW FARMACEUTYCZNYCH;2018;29248.589999999997;2416.4;1620.95;186.0;152.0;0.08261594832434659;0.8172043010752689;4315.85;11983.939999999999;0.14755754038057906;0.40972710137480134;0.05541976553399669;-0.04976516711046375;0.15376227461718783;0.117776222681101;-0.051540443258264235;0.021243795185667415;1.1326888402301658;6.383601551384994;83.08077509971716;90.84069094560209;12.140604517883098;49.8448392145022;34.023529556249365;43.516315351201065;Stabilne, ale bez dynamiki
14;14;PRODUKCJA ODZIEŻY;2018;13178.5;1059.43;362.52;1144.0;753.0;0.08039078802595137;0.6582167832167832;1304.73;3706.94;0.09900443904845013;0.2812869446446864;0.027508441780172248;0.009614491885437726;0.11631684865314407;0.035382526104901;-0.05252466437347658;0.013340159388508578;2.9406545016038104;7.371755269916326;74.60335859216987;94.25438235817391;10.5588489465429;49.35822407329448;34.71138086704423;43.49948679079438;Branże ryzykowne / schyłkowe
52;52;MAGAZYNOWANIE I DZIAŁALNOŚĆ USŁUGOWA WSPOMAGAJĄCA TRANSPORT;2018;143438.94;4148.389999999999;32882.9;1940.0;1539.0;0.028920947129140798;0.7932989690721649;51571.369999999995;113882.58;0.3595353535100022;0.7939446568693271;0.22924667457804696;0.10139205531603857;0.2661980651452083;0.02278684874287329;0.030266008656266052;0.007456971776628429;7.910970072470258;9.090218226844295;69.14344157802452;92.28383667232208;10.317043035774407;48.825759967407876;34.539033684059675;43.1110694540686;Branże ryzykowne / schyłkowe
37;37;ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW;2018;16767.44;1032.96;4360.32;704.0;598.0;0.06160511085770995;0.8494318181818182;5561.740000000001;9908.56;0.3316988162772612;0.5909405371362594;0.2600468527097756;0.03560410040856854;-0.08113482193433452;-0.09646572680018928;0.014621951715326986;0.01276633670492308;2.0187039484734908;7.637652183909556;79.7061840844203;91.64981016434442;8.027687980713148;49.73464290608048;32.99731389676145;43.03971130235287;Stabilne, ale bez dynamiki
68;68;DZIAŁALNOŚĆ ZWIĄZANA Z OBSŁUGĄ RYNKU NIERUCHOMOŚCI;2018;93439.53;5535.5199999999995;7375.8;5069.0;4425.0;0.059241736340069344;0.8729532452160189;47415.37;94924.41;0.5074444402706221;1.0158913470562192;0.07893661280188374;0.021979251582458836;0.0017627309989749484;-0.0473068830545762;-0.012503715597450005;0.021213796369346293;13.876202111671494;7.479289085840378;80.3214159614285;85.96680485707;8.971416423620836;50.51545814127252;31.622394752321448;42.95823278569209;Stabilne, ale bez dynamiki
30;30;PRODUKCJA POZOSTAŁEGO SPRZĘTU TRANSPORTOWEGO;2018;52432.590000000004;2236.38;2056.73;437.0;316.0;0.04265248007012432;0.7231121281464531;8927.76;28445.4;0.17027119964892062;0.5425137304870883;0.039226175933708404;0.03166242358085958;0.22919069926514446;-0.03900516389219311;0.00774624204731289;0.0032678535178411075;2.2679257249431517;7.855314760101249;68.89265447679276;95.90018699975724;9.130788937325898;48.4106335541393;34.77896610288791;42.95796657363874;Branże ryzykowne / schyłkowe
26;26;PRODUKCJA KOMPUTERÓW, WYROBÓW ELEKTRONICZNYCH I OPTYCZNYCH;2018;89014.62;2052.44;2120.77;877.0;625.0;0.023057335974697193;0.7126567844925884;5137.150000000001;25463.75;0.05771130630002129;0.28606255916162987;0.023824962685904855;0.026573146040838047;-0.11695150811449773;0.03126885338578567;0.013267250657669205;0.005919973427768779;4.159956565746213;7.449168755726388;63.719870870906;96.87244125678238;10.479876585640108;47.68598359684205;35.48843363800867;42.806963613308696;Trudna teraźniejszość, dobra przyszłość
13;13;PRODUKCJA WYROBÓW TEKSTYLNYCH;2018;33185.88;1117.7;1532.8999999999999;947.0;697.0;0.03367998678956231;0.7360084477296727;5239.58;11316.96;0.15788582372985138;0.3410173242354881;0.04619133197612961;0.07796461147653266;-0.058928887681382824;0.16214353936314496;-0.011016386692986546;0.01441177587314509;2.9722222214772938;8.387597906000554;67.40825717186547;93.28667624824101;12.992347469873792;47.52941108823427;35.69922123422199;42.79733514662935;Trudna teraźniejszość, dobra przyszłość
92;92;DZIAŁALNOŚĆ ZWIĄZANA Z GRAMI LOSOWYMI I ZAKŁADAMI WZAJEMNYMI;2018;29252.74;727.28;262.56;38.0;20.0;0.024861944556304808;0.5263157894736842;240.0;2061.5;0.008204359659983987;0.07047203099607079;0.008975569468022483;0.157726456822866;0.09856519655846085;0.3101960674926685;0.05895589606372331;0.007998426631642425;0.7935262665813163;9.906136682548969;54.8310629078775;97.46626402750931;15.834590516989614;45.58288435917567;38.54555641981332;42.767953183430734;Trudna teraźniejszość, dobra przyszłość
